season,run_date,player_id,player_name,team_id,team_name,class_year,position,g,ab,r,h,2b,3b,hr,rbi,hbp,bb,so,sb,cs,ip,ha,er,k,pit_w,pit_l,pit_era,pit_app,pit_gs,pit_cg,pit_sho,pit_sv,pit_bb,pit_hbp,pit_ba,avg,ops,iso
2026,2026-04-16,belmont-maya-johnson,Maya Johnson,belmont,Belmont,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,64.0,9.0,283.0,21.0,1.0,0.57,22.0,22.0,22.0,12.0,0.0,20.0,1.0,0.127,0.0,0.0,0.0
2026,2026-04-16,western-carolina-maya-mcpherson,Maya McPherson,western-carolina,Western Carolina,JR,3B,44.0,148.0,38.0,67.0,12.0,1.0,16.0,55.0,4.0,6.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4527,1.3456,0.4189
2026,2026-04-16,ucla-megan-grant,Megan Grant,ucla,UCLA,SR,RF,43.0,108.0,61.0,51.0,5.0,0.0,29.0,64.0,12.0,48.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4722,1.9587,0.8519
2026,2026-04-16,texas-tech-mia-williams,Mia Williams,texas-tech,Texas Tech,JR,2B,45.0,131.0,63.0,58.0,15.0,0.0,16.0,57.0,4.0,25.0,9.0,17.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4427,1.4557,0.4809
2026,2026-04-16,texas-tech-mihyia-davis,Mihyia Davis,texas-tech,Texas Tech,SR,CF,45.0,152.0,62.0,67.0,11.0,4.0,9.0,42.0,1.0,17.0,8.0,30.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4408,1.2405,0.3026
2026,2026-04-16,prairie-view-morgan-smith,Morgan Smith,prairie-view,Prairie View,FR,1B,29.0,65.0,22.0,30.0,4.0,3.0,0.0,19.0,2.0,23.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4615,1.2177,0.1538
2026,2026-04-16,purdue-moriah-polar,Moriah Polar,purdue,Purdue,JR,LF,40.0,134.0,48.0,76.0,11.0,3.0,3.0,40.0,0.0,6.0,16.0,18.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5672,1.3469,0.194
2026,2026-04-16,texas-a-and-m-mya-perez,Mya Perez,texas-a-and-m,Texas A&M,JR,DP,42.0,106.0,32.0,48.0,9.0,0.0,14.0,42.0,8.0,41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4528,1.5394,0.4811
2026,2026-04-16,cal-state-fullerton-nataly-lozano,Nataly Lozano,cal-state-fullerton,Cal State Fullerton,SO,RF,36.0,98.0,29.0,41.0,6.0,1.0,8.0,30.0,1.0,16.0,8.0,9.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4184,1.2449,0.3265
2026,2026-04-16,stetson-nicole-edmiaston,Nicole Edmiaston,stetson,Stetson,JR,1B,41.0,126.0,39.0,58.0,7.0,0.0,19.0,58.0,2.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4603,1.5057,0.5079
2026,2026-04-16,massachusetts-odyssey-torres,Odyssey Torres,massachusetts,Massachusetts,JR,SS,36.0,99.0,22.0,42.0,12.0,2.0,3.0,23.0,2.0,20.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4242,1.1978,0.2525
2026,2026-04-16,houston-paris-lehman,Paris Lehman,houston,Houston,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,65.0,46.0,20.0,1.0,3.0,8.37,25.0,2.0,1.0,1.0,2.0,32.0,2.0,0.304,0.0,0.0,0.0
2026,2026-04-16,binghamton-rachel-carey,Rachel Carey,binghamton,Binghamton,SO,3B,30.0,98.0,27.0,48.0,11.0,0.0,7.0,23.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4898,1.349,0.3265
2026,2026-04-16,iowa-state-reagan-bartholomew,Reagan Bartholomew,iowa-state,Iowa State,SR,SS,42.0,129.0,44.0,56.0,12.0,1.0,12.0,33.0,0.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4341,1.3414,0.3876
2026,2026-04-16,arizona-regan-shockey,Regan Shockey,arizona,Arizona,JR,CF,40.0,135.0,53.0,59.0,2.0,0.0,0.0,13.0,0.0,11.0,16.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.437,0.9313,0.0148
2026,2026-04-16,ucla-rylee-slimp,Rylee Slimp,ucla,UCLA,SO,LF,43.0,135.0,69.0,61.0,10.0,3.0,8.0,34.0,13.0,22.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4519,1.2768,0.2963
2026,2026-04-16,belmont-rylee-spindler,Rylee Spindler,belmont,Belmont,SO,3B,39.0,125.0,33.0,58.0,12.0,4.0,3.0,30.0,2.0,15.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.464,1.2174,0.232
2026,2026-04-16,louisiana-sage-hoover,Sage Hoover,louisiana,Louisiana,JR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2,114.0,49.0,56.0,7.0,9.0,4.71,25.0,15.0,4.0,0.0,1.0,37.0,12.0,0.299,0.0,0.0,0.0
2026,2026-04-16,north-carolina-sanaa-thompson,Sanaa Thompson,north-carolina,North Carolina,JR,CF,42.0,153.0,65.0,75.0,9.0,1.0,13.0,36.0,1.0,16.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4902,1.3555,0.3268
2026,2026-04-16,jacksonville-sarah-beth-brake,Sarah Beth Brake,jacksonville,Jacksonville,GR,C,39.0,112.0,19.0,49.0,11.0,1.0,11.0,42.0,1.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4375,1.356,0.4107
2026,2026-04-16,georgia-sarah-gordon,Sarah Gordon,georgia,Georgia,SR,RF,42.0,112.0,39.0,48.0,13.0,1.0,8.0,31.0,0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4286,1.2919,0.3482
2026,2026-04-16,kentucky-sarah-haendiges,Sarah Haendiges,kentucky,Kentucky,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,106.0,44.0,95.0,10.0,8.0,4.0,25.0,15.0,6.0,3.0,0.0,53.0,2.0,0.266,0.0,0.0,0.0
2026,2026-04-16,arizona-sereniti-trice,Sereniti Trice,arizona,Arizona,SO,2B,38.0,126.0,46.0,56.0,5.0,4.0,1.0,25.0,1.0,8.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4444,1.049,0.127
2026,2026-04-16,southeastern-louisiana-shelby-morris,Shelby Morris,southeastern-louisiana,Southeastern Louisiana,SO,2B,48.0,164.0,50.0,69.0,11.0,6.0,2.0,25.0,0.0,15.0,18.0,19.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4207,1.0668,0.1768
2026,2026-04-16,ohio-skipp-miller,Skipp Miller,ohio,Ohio,GR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,143.0,53.0,85.0,15.0,6.0,3.75,27.0,22.0,11.0,1.0,1.0,55.0,15.0,0.276,0.0,0.0,0.0
2026,2026-04-16,northern-iowa-skylar-benesh,Skylar Benesh,northern-iowa,Northern Iowa,SO,2B,38.0,134.0,55.0,64.0,8.0,1.0,15.0,38.0,0.0,26.0,17.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4776,1.4506,0.4104
2026,2026-04-16,quinnipiac-sofia-vega,Sofia Vega,quinnipiac,Quinnipiac,SR,3B,31.0,95.0,24.0,41.0,4.0,4.0,1.0,16.0,0.0,9.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4316,1.0702,0.1579
2026,2026-04-16,saint-francis-pa-sofia-zielinski,Sofia Zielinski,saint-francis-pa,Saint Francis (PA),SO,1B,32.0,101.0,27.0,46.0,4.0,2.0,10.0,33.0,4.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4554,1.3271,0.3762
2026,2026-04-16,tennessee-sophia-knight,Sophia Knight,tennessee,Tennessee,JR,CF,37.0,120.0,36.0,53.0,8.0,1.0,0.0,8.0,1.0,14.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4417,1.025,0.0833
2026,2026-04-16,cornell-tarisa-frans,Tarisa Frans,cornell,Cornell,FR,LF,32.0,104.0,36.0,48.0,6.0,1.0,1.0,24.0,1.0,13.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4615,1.0887,0.1058
2026,2026-04-16,utah-valley-tatum-hall,Tatum Hall,utah-valley,Utah Valley,SO,2B,37.0,102.0,29.0,45.0,9.0,1.0,9.0,44.0,1.0,10.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4412,1.3048,0.3725
2026,2026-04-16,umbc-taylor-nicholson,Taylor Nicholson,umbc,UMBC,GR,1B,15.0,43.0,9.0,18.0,5.0,0.0,4.0,22.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4186,1.2584,0.3953
2026,2026-04-16,florida-taylor-shumaker,Taylor Shumaker,florida,Florida,SO,RF,45.0,150.0,67.0,70.0,13.0,0.0,13.0,46.0,2.0,32.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4667,1.3738,0.3467
2026,2026-04-16,georgia-tyler-ellison,Tyler Ellison,georgia,Georgia,SR,DP,42.0,108.0,29.0,47.0,6.0,1.0,8.0,38.0,0.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4352,1.283,0.2963
2026,2026-04-16,incarnate-word-victoria-altamirano,Victoria Altamirano,incarnate-word,Incarnate Word,SR,CF,44.0,130.0,63.0,57.0,15.0,1.0,19.0,55.0,6.0,33.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4385,1.5598,0.5692
