season,run_date,player_id,player_name,team_id,team_name,class_year,position,g,ab,r,h,2b,3b,hr,rbi,hbp,bb,so,sb,cs,ip,ha,er,k,pit_w,pit_l,pit_era,pit_app,pit_gs,pit_cg,pit_sho,pit_sv,pit_bb,pit_hbp,pit_ba,avg,ops,iso
2026,2026-04-16,louisville-chelsea-mack,Chelsea Mack,louisville,Louisville,SR,CF,43.0,146.0,49.0,69.0,2.0,2.0,1.0,17.0,0.0,16.0,5.0,35.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4726,1.0589,0.0616
2026,2026-04-16,delaware-claire-woods,Claire Woods,delaware,Delaware,GR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,47.0,32.0,44.0,3.0,5.0,5.52,22.0,10.0,0.0,0.0,2.0,36.0,7.0,0.235,0.0,0.0,0.0
2026,2026-04-16,robert-morris-courtney-poulich,Courtney Poulich,robert-morris,Robert Morris,SR,DP,32.0,100.0,53.0,45.0,7.0,0.0,18.0,56.0,9.0,15.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.45,1.5817,0.61
2026,2026-04-16,duke-d-auna-jennings,D'Auna Jennings,duke,Duke,SR,CF,43.0,152.0,53.0,66.0,11.0,0.0,4.0,17.0,4.0,14.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4342,1.0675,0.1513
2026,2026-04-16,uc-santa-barbara-dani-rauscher,Dani Rauscher,uc-santa-barbara,UC Santa Barbara,FR,CF,37.0,126.0,30.0,53.0,3.0,1.0,0.0,8.0,0.0,4.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4206,0.8988,0.0397
2026,2026-04-16,northern-illinois-danielle-stewart,Danielle Stewart,northern-illinois,Northern Illinois,SR,1B,31.0,94.0,29.0,47.0,12.0,0.0,6.0,33.0,0.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5,1.3919,0.3191
2026,2026-04-16,pennsylvania-delaney-smith,Delaney Smith,pennsylvania,Pennsylvania,SR,DH,34.0,102.0,15.0,49.0,7.0,0.0,6.0,33.0,3.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4804,1.2606,0.2451
2026,2026-04-16,oregon-elise-sokolsky,Elise Sokolsky,oregon,Oregon,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,46.0,20.0,48.0,4.0,2.0,3.87,19.0,11.0,0.0,0.0,2.0,20.0,4.0,0.249,0.0,0.0,0.0
2026,2026-04-16,st-thomas-ella-cook,Ella Cook,st-thomas,St. Thomas,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.1,80.0,25.0,89.0,10.0,7.0,2.09,21.0,16.0,12.0,3.0,0.0,52.0,8.0,0.208,0.0,0.0,0.0
2026,2026-04-16,oklahoma-ella-parker,Ella Parker,oklahoma,Oklahoma,JR,RF,42.0,113.0,44.0,52.0,10.0,0.0,18.0,53.0,5.0,30.0,13.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4602,1.6,0.5664
2026,2026-04-16,stephen-f-austin-ellie-vance,Ellie Vance,stephen-f-austin,Stephen F. Austin,SR,2B,46.0,157.0,35.0,69.0,1.0,2.0,0.0,19.0,3.0,9.0,5.0,13.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4395,0.9412,0.0318
2026,2026-04-16,north-carolina-emily-legette,Emily LeGette,north-carolina,North Carolina,JR,1B,42.0,116.0,43.0,55.0,6.0,1.0,22.0,67.0,0.0,33.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4741,1.7027,0.6379
2026,2026-04-16,pennsylvania-gigi-ganje,Gigi Ganje,pennsylvania,Pennsylvania,SO,CF,34.0,110.0,41.0,49.0,13.0,2.0,15.0,34.0,0.0,22.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4455,1.547,0.5636
2026,2026-04-16,central-connecticut-grace-lawton,Grace Lawton,central-connecticut,Central Connecticut,SR,1B,32.0,100.0,23.0,43.0,11.0,0.0,12.0,39.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.43,1.3865,0.47
2026,2026-04-16,princeton-graciela-dominguez,Graciela Dominguez,princeton,Princeton,JR,2B,32.0,101.0,29.0,43.0,10.0,0.0,1.0,14.0,1.0,19.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4257,1.0711,0.1287
2026,2026-04-16,nevada-hannah-di-genova,Hannah Di Genova,nevada,Nevada,SR,1B,44.0,135.0,40.0,58.0,11.0,2.0,20.0,66.0,10.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4296,1.4684,0.5556
2026,2026-04-16,hawaii-hannah-pitts,Hannah Pitts,hawaii,Hawaii,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,97.0,24.0,43.0,9.0,4.0,2.52,20.0,13.0,5.0,4.0,0.0,16.0,9.0,0.286,0.0,0.0,0.0
2026,2026-04-16,florida-state-isa-torres,Isa Torres,florida-state,Florida State,JR,SS,35.0,120.0,49.0,70.0,14.0,5.0,10.0,42.0,3.0,16.0,8.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5833,1.6657,0.45
2026,2026-04-16,jackson-state-jace-jackson,Jace Jackson,jackson-state,Jackson State,SR,3B,37.0,107.0,28.0,47.0,10.0,2.0,2.0,27.0,2.0,17.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4393,1.1423,0.1869
2026,2026-04-16,texas-tech-jackie-lis,Jackie Lis,texas-tech,Texas Tech,SR,1B,43.0,104.0,36.0,47.0,7.0,2.0,14.0,48.0,0.0,22.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4519,1.5092,0.5096
2026,2026-04-16,texas-southern-jade-mcqueen,Jade McQueen,texas-southern,Texas Southern,SO,1B,33.0,87.0,24.0,37.0,4.0,2.0,6.0,22.0,1.0,10.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4253,1.2087,0.2989
2026,2026-04-16,western-kentucky-jenna-blanton,Jenna Blanton,western-kentucky,Western Kentucky,SR,CF,39.0,125.0,34.0,53.0,3.0,4.0,1.0,15.0,0.0,9.0,3.0,17.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.424,0.9987,0.112
2026,2026-04-16,charlotte-jenna-lord,Jenna Lord,charlotte,Charlotte,SR,3B,45.0,137.0,44.0,60.0,14.0,2.0,10.0,35.0,2.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.438,1.2784,0.3504
2026,2026-04-16,connecticut-jessica-walter,Jessica Walter,connecticut,Connecticut,GR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,85.0,34.0,57.0,4.0,7.0,3.71,30.0,13.0,0.0,0.0,8.0,14.0,7.0,0.258,0.0,0.0,0.0
2026,2026-04-16,florida-jocelyn-erickson,Jocelyn Erickson,florida,Florida,SR,1B,45.0,138.0,51.0,61.0,12.0,1.0,19.0,65.0,6.0,33.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.442,1.5062,0.5145
2026,2026-04-16,depaul-jolie-adams,Jolie Adams,depaul,DePaul,SO,RF,32.0,90.0,23.0,38.0,6.0,3.0,0.0,11.0,0.0,8.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4222,1.0249,0.1333
2026,2026-04-16,virginia-tech-jordan-lynch,Jordan Lynch,virginia-tech,Virginia Tech,SO,3B,42.0,142.0,50.0,63.0,15.0,4.0,12.0,40.0,6.0,10.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4437,1.3394,0.4155
2026,2026-04-16,ucla-jordan-woolery,Jordan Woolery,ucla,UCLA,SR,1B,43.0,128.0,56.0,66.0,12.0,2.0,25.0,86.0,4.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5156,1.8462,0.7109
2026,2026-04-16,nebraska-jordy-frahm,Jordy Frahm,nebraska,Nebraska,SR,1B,38.0,122.0,41.0,55.0,8.0,4.0,15.0,39.0,8.0,22.0,20.0,6.0,1.0,102.1,78.0,17.0,141.0,10.0,4.0,1.5,26.0,11.0,8.0,5.0,10.0,20.0,6.0,0.202,0.4508,1.4855,0.5
2026,2026-04-16,loyola-marymount-justine-lambert,Justine Lambert,loyola-marymount,Loyola Marymount,JR,3B,39.0,111.0,26.0,47.0,1.0,0.0,0.0,8.0,1.0,3.0,11.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4234,0.871,0.009
2026,2026-04-16,oklahoma-kai-minor,Kai Minor,oklahoma,Oklahoma,FR,CF,42.0,124.0,47.0,60.0,9.0,4.0,5.0,31.0,1.0,9.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4839,1.2607,0.2581
2026,2026-04-16,texas-tech-kaitlyn-terry,Kaitlyn Terry,texas-tech,Texas Tech,JR,RF,44.0,116.0,48.0,61.0,10.0,2.0,8.0,45.0,1.0,28.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5259,1.4715,0.3276
2026,2026-04-16,alabama-a-and-m-kali-austerman,Kali Austerman,alabama-a-and-m,Alabama A&M,JR,3B,43.0,138.0,57.0,60.0,11.0,7.0,12.0,53.0,2.0,19.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4348,1.38,0.442
2026,2026-04-16,florida-international-kally-meredith,Kally Meredith,florida-international,Florida International,JR,CF,41.0,138.0,42.0,65.0,2.0,4.0,1.0,14.0,1.0,10.0,11.0,20.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.471,1.072,0.0942
2026,2026-04-16,oklahoma-kasidi-pickering,Kasidi Pickering,oklahoma,Oklahoma,JR,DP,43.0,126.0,57.0,53.0,11.0,0.0,16.0,51.0,2.0,32.0,24.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4206,1.4269,0.4683
2026,2026-04-16,northern-iowa-kate-lappe,Kate Lappe,northern-iowa,Northern Iowa,SR,3B,38.0,110.0,45.0,49.0,12.0,1.0,16.0,45.0,1.0,40.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4455,1.6024,0.5636
2026,2026-04-16,texas-katie-stewart,Katie Stewart,texas,Texas,JR,1B,39.0,104.0,34.0,51.0,4.0,0.0,22.0,51.0,5.0,28.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4904,1.7619,0.6731
2026,2026-04-16,nevada-katie-wetteland,Katie Wetteland,nevada,Nevada,FR,3B,38.0,121.0,39.0,54.0,9.0,4.0,7.0,39.0,6.0,18.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4463,1.2783,0.314
2026,2026-04-16,washington-kaycie-burdick,Kaycie Burdick,washington,Washington,FR,RF,41.0,111.0,33.0,47.0,6.0,1.0,1.0,26.0,3.0,18.0,19.0,3.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4234,1.0264,0.0991
2026,2026-04-16,texas-kayden-henry,Kayden Henry,texas,Texas,JR,CF,39.0,116.0,59.0,49.0,15.0,2.0,6.0,38.0,1.0,24.0,14.0,21.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4224,1.2628,0.319
2026,2026-04-16,lehigh-kelly-fricker,Kelly Fricker,lehigh,Lehigh,SO,2B,42.0,146.0,38.0,64.0,14.0,4.0,5.0,36.0,2.0,13.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4384,1.1761,0.2534
2026,2026-04-16,james-madison-kendra-lewis,Kendra Lewis,james-madison,James Madison,JR,3B,37.0,83.0,23.0,38.0,11.0,0.0,10.0,32.0,4.0,18.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4578,1.5063,0.494
2026,2026-04-16,ohio-state-kennedy-kay,Kennedy Kay,ohio-state,Ohio State,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,73.0,40.0,37.0,3.0,4.0,7.18,16.0,6.0,1.0,1.0,1.0,30.0,4.0,0.338,0.0,0.0,0.0
2026,2026-04-16,texas-a-and-m-kennedy-powell,Kennedy Powell,texas-a-and-m,Texas A&M,SR,3B,42.0,143.0,52.0,62.0,10.0,2.0,1.0,22.0,6.0,12.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4336,1.0299,0.1189
2026,2026-04-16,arizona-state-kenzie-brown,Kenzie Brown,arizona-state,Arizona State,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1,64.0,29.0,181.0,11.0,5.0,2.53,23.0,18.0,10.0,3.0,2.0,51.0,7.0,0.173,0.0,0.0,0.0
2026,2026-04-16,unlv-keyannah-chavez,Keyannah Chavez,unlv,UNLV,SR,LF,42.0,124.0,18.0,53.0,16.0,2.0,2.0,28.0,5.0,16.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4274,1.13,0.2097
2026,2026-04-16,utah-tech-kinley-pappas,Kinley Pappas,utah-tech,Utah Tech,SO,1B,41.0,126.0,40.0,57.0,17.0,5.0,8.0,42.0,2.0,14.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4524,1.3643,0.4048
2026,2026-04-16,pittsburgh-kyra-pittman,Kyra Pittman,pittsburgh,Pittsburgh,GR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.2,90.0,37.0,59.0,7.0,6.0,4.02,24.0,14.0,3.0,0.0,1.0,25.0,12.0,0.265,0.0,0.0,0.0
2026,2026-04-16,southern-laila-clark,Laila Clark,southern,Southern,SO,RF,37.0,108.0,32.0,48.0,10.0,2.0,9.0,44.0,1.0,8.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4444,1.3068,0.3796
2026,2026-04-16,cornell-lauren-holt,Lauren Holt,cornell,Cornell,SR,C,35.0,108.0,40.0,51.0,9.0,1.0,16.0,56.0,1.0,27.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4722,1.5963,0.5463
2026,2026-04-16,michigan-lauren-putz,Lauren Putz,michigan,Michigan,SO,RF,42.0,120.0,45.0,56.0,14.0,1.0,16.0,65.0,0.0,32.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4667,1.5789,0.5333
2026,2026-04-16,indiana-state-lauren-sackett,Lauren Sackett,indiana-state,Indiana State,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,122.0,46.0,94.0,10.0,11.0,3.79,25.0,20.0,9.0,2.0,1.0,52.0,8.0,0.272,0.0,0.0,0.0
2026,2026-04-16,oklahoma-lexi-mcdaniel,Lexi McDaniel,oklahoma,Oklahoma,FR,1B,38.0,71.0,25.0,33.0,2.0,0.0,9.0,28.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4648,1.3861,0.4085
2026,2026-04-16,louisiana-lexie-delbrey,Lexie Delbrey,louisiana,Louisiana,SR,UTIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,45.0,20.0,31.0,3.0,2.0,4.14,16.0,7.0,1.0,0.0,0.0,28.0,9.0,0.265,0.0,0.0,0.0
2026,2026-04-16,hofstra-lily-yepez,Lily Yepez,hofstra,Hofstra,JR,CF,33.0,90.0,17.0,38.0,4.0,2.0,0.0,15.0,0.0,3.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4222,0.952,0.0889
2026,2026-04-16,virginia-macee-eaton,Macee Eaton,virginia,Virginia,JR,1B,41.0,134.0,32.0,61.0,14.0,1.0,10.0,55.0,1.0,13.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4552,1.3019,0.3433
2026,2026-04-16,lipscomb-macyn-kirby,Macyn Kirby,lipscomb,Lipscomb,JR,RF,41.0,121.0,11.0,56.0,3.0,0.0,0.0,10.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4628,0.9548,0.0248
2026,2026-04-16,nevada-madison-clark,Madison Clark,nevada,Nevada,JR,2B,43.0,162.0,45.0,81.0,5.0,7.0,1.0,23.0,1.0,3.0,11.0,26.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5,1.1449,0.1358
2026,2026-04-16,louisville-madison-pickens,Madison Pickens,louisville,Louisville,SO,LF,43.0,134.0,43.0,56.0,12.0,3.0,8.0,52.0,10.0,14.0,20.0,10.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4179,1.2043,0.3134
2026,2026-04-16,oakland-maggie-murphy,Maggie Murphy,oakland,Oakland,GR,DP,27.0,74.0,12.0,33.0,9.0,4.0,5.0,25.0,0.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4459,1.3903,0.4324
2026,2026-04-16,butler-makena-alexander,Makena Alexander,butler,Butler,JR,1B,33.0,93.0,23.0,42.0,8.0,1.0,11.0,46.0,0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4516,1.489,0.4624
2026,2026-04-16,robert-morris-mary-brant,Mary Brant,robert-morris,Robert Morris,SO,1B,29.0,95.0,29.0,40.0,9.0,1.0,10.0,37.0,1.0,9.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4211,1.3238,0.4316
2026,2026-04-16,howard-maryn-jordan,Maryn Jordan,howard,Howard,SR,LF,33.0,86.0,30.0,38.0,4.0,2.0,1.0,23.0,2.0,20.0,5.0,15.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4419,1.1169,0.1279
